student_id,roll_number,department,program,specialization,gender,age,domicile_state,category,study_hours_per_day,attendance_percentage,sgpa,percentage,teaching_method,learning_style
905,ROLL0905,IT,B.Tech,AI,Female,25,UP,ST,2.5,78.5,6.13,56.4,Hybrid,Auditory
906,ROLL0906,ECE,MCA,AI,Male,26,Bihar,SC,4.6,78.96,7.81,58.87,Online,Kinesthetic
907,ROLL0907,CSE,B.Tech,Data Science,Male,19,Delhi,OBC,6.4,76.61,7.69,66.09,Hybrid,Kinesthetic
908,ROLL0908,MCA,MCA,Data Science,Male,24,Delhi,SC,6.8,76.76,7.83,73.31,Online,Visual
909,ROLL0909,MCA,MCA,Software Engg,Male,20,Delhi,OBC,7.8,80.51,7.28,77.37,Online,Visual
910,ROLL0910,ECE,B.Tech,Data Science,Female,26,Haryana,ST,1.5,68.17,7.67,53.89,Online,Visual
911,ROLL0911,MCA,B.Tech,Cyber Security,Female,23,UP,General,1.9,82.15,8.05,59.84,Traditional,Kinesthetic
912,ROLL0912,MCA,MCA,Cyber Security,Male,18,Punjab,OBC,7.6,95.05,8.89,69.99,Traditional,Kinesthetic
913,ROLL0913,IT,MCA,AI,Female,18,Delhi,OBC,7.4,72.31,6.97,72.84,Traditional,Kinesthetic
914,ROLL0914,IT,B.Tech,Cyber Security,Male,23,Haryana,General,7.5,64.42,6.14,71.38,Traditional,Auditory
915,ROLL0915,IT,BCA,Data Science,Female,25,Haryana,General,2.0,69.31,9.0,59.94,Online,Kinesthetic
916,ROLL0916,BCA,MCA,AI,Female,24,Bihar,General,8.2,73.65,7.78,67.47,Traditional,Visual
917,ROLL0917,CSE,B.Tech,Software Engg,Female,19,Haryana,SC,8.3,95.1,9.09,74.43,Online,Kinesthetic
918,ROLL0918,ECE,BCA,Data Science,Female,24,UP,OBC,5.1,99.55,7.93,65.47,Online,Auditory
919,ROLL0919,ECE,B.Tech,AI,Female,26,UP,SC,7.8,69.94,8.15,74.84,Hybrid,Kinesthetic
920,ROLL0920,BCA,BCA,Cyber Security,Male,20,Punjab,General,1.1,76.14,6.94,50.49,Traditional,Auditory
921,ROLL0921,IT,MCA,Cyber Security,Female,24,Punjab,ST,1.2,96.17,6.27,54.18,Traditional,Visual
922,ROLL0922,CSE,BCA,Software Engg,Female,20,UP,General,2.7,82.22,7.17,52.52,Hybrid,Visual
923,ROLL0923,BCA,B.Tech,Data Science,Female,19,Punjab,OBC,4.3,77.55,9.91,65.96,Traditional,Auditory
924,ROLL0924,IT,BCA,Cyber Security,Female,18,UP,ST,8.6,73.57,8.84,79.77,Online,Kinesthetic
925,ROLL0925,ECE,B.Tech,AI,Female,24,Delhi,ST,3.8,86.96,9.38,62.57,Hybrid,Auditory
926,ROLL0926,ECE,BCA,Cyber Security,Female,18,Bihar,ST,2.1,62.82,9.64,58.52,Traditional,Visual
927,ROLL0927,CSE,BCA,AI,Male,23,Bihar,OBC,8.4,81.79,6.31,74.19,Online,Auditory
928,ROLL0928,BCA,B.Tech,Cyber Security,Male,18,UP,General,1.1,80.47,9.08,54.4,Hybrid,Kinesthetic
929,ROLL0929,CSE,MCA,Cyber Security,Male,21,UP,OBC,8.4,95.53,6.8,70.23,Hybrid,Auditory
930,ROLL0930,BCA,B.Tech,Data Science,Male,19,Bihar,SC,7.8,77.82,8.37,68.32,Traditional,Visual
931,ROLL0931,CSE,MCA,AI,Female,21,Punjab,ST,2.5,72.41,8.01,60.77,Online,Visual
932,ROLL0932,BCA,MCA,Software Engg,Male,20,Punjab,ST,7.0,64.73,7.61,75.05,Traditional,Visual
933,ROLL0933,BCA,MCA,Cyber Security,Male,21,Bihar,SC,4.4,76.54,6.16,62.53,Online,Auditory
934,ROLL0934,MCA,MCA,Data Science,Male,19,Delhi,General,2.6,75.69,9.79,59.86,Hybrid,Visual
935,ROLL0935,BCA,MCA,Software Engg,Female,20,Haryana,SC,7.9,64.35,9.93,80.27,Traditional,Auditory
936,ROLL0936,CSE,MCA,Software Engg,Female,26,Bihar,SC,6.6,67.68,6.58,66.97,Online,Auditory
937,ROLL0937,IT,BCA,Cyber Security,Male,26,UP,ST,5.8,89.83,9.3,69.76,Traditional,Kinesthetic
938,ROLL0938,IT,BCA,Cyber Security,Female,24,Punjab,ST,4.0,72.55,8.54,63.09,Online,Visual
939,ROLL0939,BCA,BCA,Software Engg,Male,18,Bihar,SC,6.6,92.99,8.76,61.95,Hybrid,Auditory
940,ROLL0940,MCA,BCA,Software Engg,Male,25,Delhi,ST,2.8,69.5,7.2,59.98,Traditional,Kinesthetic
941,ROLL0941,ECE,B.Tech,AI,Male,19,UP,SC,6.3,81.04,9.04,64.46,Hybrid,Visual
942,ROLL0942,ECE,MCA,Data Science,Male,26,Delhi,OBC,5.3,75.13,8.07,68.98,Online,Kinesthetic
943,ROLL0943,ECE,BCA,Cyber Security,Male,22,UP,General,7.2,61.01,8.76,69.77,Online,Visual
944,ROLL0944,IT,MCA,Cyber Security,Male,25,UP,ST,4.2,63.48,6.81,61.84,Traditional,Visual
945,ROLL0945,IT,B.Tech,Cloud,Female,26,Haryana,General,2.3,71.92,6.36,51.59,Traditional,Auditory
946,ROLL0946,MCA,B.Tech,Cyber Security,Female,25,Delhi,ST,4.1,64.46,8.28,62.07,Hybrid,Kinesthetic
947,ROLL0947,CSE,B.Tech,Cloud,Male,18,UP,OBC,7.4,69.61,7.78,70.08,Hybrid,Auditory
948,ROLL0948,BCA,MCA,Data Science,Female,19,Punjab,SC,2.8,66.65,9.67,57.3,Online,Kinesthetic
949,ROLL0949,CSE,BCA,AI,Male,25,Delhi,OBC,2.8,95.61,6.46,58.4,Online,Kinesthetic
950,ROLL0950,BCA,BCA,Cloud,Male,22,Delhi,ST,6.4,95.24,6.2,68.32,Hybrid,Visual
951,ROLL0951,ECE,B.Tech,Software Engg,Female,18,Haryana,ST,8.9,63.48,7.95,71.23,Traditional,Auditory
952,ROLL0952,IT,B.Tech,Cloud,Female,20,Haryana,General,5.0,79.56,7.41,69.39,Hybrid,Kinesthetic
953,ROLL0953,BCA,BCA,Data Science,Female,24,Punjab,ST,6.1,90.49,9.25,64.3,Hybrid,Kinesthetic
954,ROLL0954,IT,BCA,AI,Male,23,Bihar,ST,8.5,99.43,9.17,65.96,Traditional,Kinesthetic
955,ROLL0955,CSE,B.Tech,Cyber Security,Female,18,Bihar,General,6.6,89.67,9.22,68.14,Hybrid,Visual
956,ROLL0956,MCA,MCA,AI,Male,25,Delhi,ST,1.2,62.5,7.55,59.07,Hybrid,Auditory
957,ROLL0957,CSE,BCA,Software Engg,Female,24,Bihar,General,7.7,74.28,8.54,76.03,Traditional,Auditory
958,ROLL0958,CSE,B.Tech,Data Science,Male,20,Bihar,General,5.4,61.07,7.52,62.52,Traditional,Kinesthetic
959,ROLL0959,IT,MCA,Software Engg,Male,18,Punjab,ST,9.7,88.61,9.83,74.68,Hybrid,Auditory
960,ROLL0960,MCA,MCA,Data Science,Male,22,Delhi,SC,7.4,70.09,7.79,59.26,Online,Auditory
961,ROLL0961,IT,BCA,Data Science,Male,19,Delhi,General,2.9,60.04,6.16,63.5,Traditional,Visual
962,ROLL0962,MCA,BCA,Data Science,Female,25,Punjab,OBC,2.4,89.12,8.4,59.51,Hybrid,Kinesthetic
963,ROLL0963,CSE,B.Tech,Software Engg,Female,23,UP,ST,7.9,99.02,8.29,79.95,Traditional,Kinesthetic
964,ROLL0964,ECE,MCA,Cyber Security,Female,21,Delhi,General,5.5,67.14,6.43,59.84,Online,Auditory
965,ROLL0965,ECE,B.Tech,Cyber Security,Male,23,Haryana,ST,8.3,83.89,7.57,80.72,Online,Auditory
966,ROLL0966,MCA,BCA,Data Science,Male,24,Haryana,General,2.9,94.06,6.34,58.26,Online,Visual
967,ROLL0967,MCA,MCA,AI,Female,22,Haryana,General,8.6,67.27,7.72,78.38,Traditional,Kinesthetic
968,ROLL0968,MCA,BCA,Cyber Security,Female,22,UP,OBC,2.1,65.62,7.15,52.13,Traditional,Auditory
969,ROLL0969,MCA,B.Tech,Cloud,Female,24,Haryana,General,7.7,93.46,8.82,73.77,Traditional,Kinesthetic
970,ROLL0970,MCA,MCA,AI,Female,24,Bihar,General,9.6,88.77,9.72,80.0,Hybrid,Kinesthetic
971,ROLL0971,CSE,BCA,Software Engg,Male,20,Haryana,ST,3.3,62.11,8.9,58.06,Online,Visual
972,ROLL0972,MCA,B.Tech,Software Engg,Female,19,UP,ST,5.3,62.29,6.7,62.38,Hybrid,Visual
973,ROLL0973,BCA,B.Tech,AI,Female,18,Haryana,SC,4.4,84.69,9.88,64.98,Traditional,Kinesthetic
974,ROLL0974,CSE,B.Tech,Data Science,Female,26,UP,OBC,7.5,67.35,7.31,73.46,Hybrid,Visual
975,ROLL0975,CSE,BCA,Software Engg,Female,22,Delhi,OBC,6.4,79.59,8.11,70.41,Traditional,Auditory
976,ROLL0976,BCA,MCA,AI,Female,23,Bihar,General,8.2,67.43,6.34,64.19,Hybrid,Auditory
977,ROLL0977,ECE,BCA,AI,Male,23,Haryana,OBC,7.7,92.2,6.55,65.53,Online,Auditory
978,ROLL0978,IT,B.Tech,Cloud,Male,24,Haryana,OBC,8.5,94.5,7.26,71.49,Online,Auditory
979,ROLL0979,MCA,BCA,Software Engg,Male,25,Delhi,General,1.4,61.99,8.49,53.29,Hybrid,Auditory
980,ROLL0980,IT,B.Tech,Cloud,Male,24,Haryana,SC,9.8,80.72,8.46,77.12,Traditional,Kinesthetic
981,ROLL0981,IT,MCA,Cyber Security,Male,26,Bihar,OBC,5.4,77.17,6.3,62.62,Online,Kinesthetic
982,ROLL0982,CSE,BCA,Cyber Security,Female,24,Haryana,ST,7.9,62.48,8.31,70.65,Hybrid,Kinesthetic
983,ROLL0983,MCA,BCA,Cyber Security,Male,19,UP,ST,1.3,62.11,9.34,59.79,Traditional,Kinesthetic
984,ROLL0984,IT,MCA,Software Engg,Male,20,Delhi,OBC,1.9,75.73,8.47,54.64,Traditional,Kinesthetic
985,ROLL0985,ECE,B.Tech,Cyber Security,Female,22,Bihar,OBC,6.2,82.84,7.33,65.21,Traditional,Kinesthetic
986,ROLL0986,MCA,MCA,AI,Female,21,Haryana,SC,1.9,90.66,9.87,54.11,Traditional,Kinesthetic
987,ROLL0987,MCA,BCA,AI,Female,20,Bihar,OBC,5.6,71.38,8.07,69.09,Traditional,Visual
988,ROLL0988,IT,B.Tech,Data Science,Female,25,Delhi,General,2.8,70.61,6.68,62.7,Online,Visual
989,ROLL0989,IT,MCA,Software Engg,Female,23,UP,OBC,4.8,64.53,6.69,58.22,Hybrid,Auditory
990,ROLL0990,CSE,BCA,Cloud,Female,19,Punjab,General,3.2,73.73,9.41,60.47,Online,Kinesthetic
991,ROLL0991,IT,MCA,Cyber Security,Female,22,UP,General,1.1,98.55,7.51,49.61,Traditional,Auditory
992,ROLL0992,CSE,B.Tech,AI,Female,24,Punjab,SC,4.5,94.04,7.38,64.41,Online,Visual
993,ROLL0993,CSE,MCA,Cyber Security,Female,21,Haryana,SC,6.2,90.65,7.63,70.24,Online,Visual
994,ROLL0994,IT,MCA,Cloud,Female,25,UP,General,6.6,65.25,7.24,74.0,Hybrid,Kinesthetic
995,ROLL0995,BCA,B.Tech,Software Engg,Male,22,Punjab,ST,9.2,90.42,8.71,73.03,Online,Auditory
996,ROLL0996,MCA,BCA,Data Science,Male,22,Punjab,ST,4.4,68.36,8.78,60.32,Traditional,Visual
997,ROLL0997,BCA,BCA,Software Engg,Male,24,Delhi,SC,10.0,78.01,7.01,85.85,Online,Kinesthetic
998,ROLL0998,BCA,B.Tech,Data Science,Male,25,Delhi,General,9.6,73.67,9.94,77.84,Online,Visual
999,ROLL0999,CSE,MCA,AI,Male,18,Haryana,OBC,6.1,60.84,6.14,74.86,Traditional,Kinesthetic
1000,ROLL1000,ECE,BCA,AI,Female,23,UP,ST,1.8,81.53,9.65,54.28,Traditional,Kinesthetic
1001,ROLL1001,ECE,MCA,Data Science,Male,23,Delhi,ST,6.6,64.83,9.91,68.64,Traditional,Kinesthetic
1002,ROLL1002,CSE,BCA,Software Engg,Male,25,Bihar,General,3.5,73.29,8.8,53.87,Online,Visual
1003,ROLL1003,BCA,MCA,Data Science,Female,20,Bihar,OBC,9.3,99.9,6.13,74.08,Online,Visual
1004,ROLL1004,CSE,MCA,Cyber Security,Female,19,Delhi,OBC,3.2,68.14,9.82,54.28,Online,Kinesthetic
1005,ROLL1005,IT,MCA,AI,Female,26,Haryana,General,1.4,73.55,7.62,57.46,Traditional,Auditory
1006,ROLL1006,MCA,MCA,Cloud,Male,26,Bihar,General,8.8,67.23,9.79,69.8,Hybrid,Visual
1007,ROLL1007,ECE,B.Tech,Software Engg,Female,21,Bihar,OBC,3.9,90.25,7.58,56.28,Online,Kinesthetic
1008,ROLL1008,IT,MCA,AI,Female,18,Delhi,ST,3.7,78.97,6.67,71.68,Hybrid,Auditory
1009,ROLL1009,MCA,BCA,AI,Female,23,Delhi,SC,4.6,62.3,8.33,72.22,Online,Auditory
1010,ROLL1010,ECE,B.Tech,Software Engg,Male,24,Haryana,ST,1.7,71.29,8.34,60.1,Hybrid,Auditory
1011,ROLL1011,BCA,MCA,Data Science,Male,25,Punjab,General,1.1,87.67,8.65,52.75,Traditional,Auditory
1012,ROLL1012,IT,MCA,Software Engg,Male,18,Punjab,SC,3.8,80.58,9.43,59.46,Hybrid,Kinesthetic
1013,ROLL1013,BCA,MCA,Software Engg,Male,21,Bihar,SC,7.5,83.28,9.19,71.85,Traditional,Visual
1014,ROLL1014,ECE,B.Tech,Cyber Security,Female,19,Delhi,OBC,7.8,87.56,9.45,78.92,Online,Auditory
1015,ROLL1015,MCA,BCA,Data Science,Female,24,Delhi,OBC,5.3,62.75,8.2,70.85,Online,Visual
1016,ROLL1016,CSE,B.Tech,Software Engg,Female,22,Delhi,ST,2.4,62.49,9.29,56.11,Traditional,Auditory
1017,ROLL1017,IT,MCA,Data Science,Female,21,Delhi,OBC,4.6,80.11,9.36,69.77,Online,Visual
1018,ROLL1018,ECE,BCA,Software Engg,Male,24,Bihar,OBC,3.7,91.2,7.89,68.93,Hybrid,Kinesthetic
1019,ROLL1019,IT,B.Tech,Software Engg,Male,24,UP,General,1.1,63.01,7.5,43.4,Hybrid,Kinesthetic
1020,ROLL1020,ECE,B.Tech,Software Engg,Male,20,Delhi,SC,9.0,78.41,8.84,74.49,Hybrid,Kinesthetic
1021,ROLL1021,BCA,BCA,Data Science,Female,18,Punjab,SC,5.7,64.99,9.85,73.49,Traditional,Visual
1022,ROLL1022,BCA,MCA,Software Engg,Female,21,Punjab,OBC,1.2,90.98,6.54,56.87,Traditional,Visual
1023,ROLL1023,BCA,MCA,Cyber Security,Male,18,Punjab,ST,6.5,77.13,6.11,71.48,Hybrid,Kinesthetic
1024,ROLL1024,BCA,MCA,AI,Male,26,Haryana,General,9.9,70.03,8.04,81.02,Hybrid,Kinesthetic
1025,ROLL1025,MCA,MCA,AI,Male,23,Bihar,SC,9.0,73.43,8.46,61.96,Online,Auditory
1026,ROLL1026,IT,BCA,Data Science,Male,23,UP,SC,9.0,70.51,7.89,79.86,Hybrid,Kinesthetic
1027,ROLL1027,IT,BCA,Software Engg,Male,20,Delhi,General,9.6,92.95,8.84,84.96,Hybrid,Visual
1028,ROLL1028,MCA,BCA,Cloud,Male,23,Delhi,General,1.7,66.18,7.76,56.78,Hybrid,Kinesthetic
1029,ROLL1029,BCA,BCA,AI,Female,24,Haryana,OBC,1.6,62.97,6.46,54.39,Traditional,Kinesthetic
1030,ROLL1030,IT,MCA,Cyber Security,Male,26,UP,ST,4.5,70.35,7.39,68.95,Traditional,Auditory
1031,ROLL1031,IT,B.Tech,AI,Female,18,UP,OBC,1.1,92.43,9.79,53.53,Online,Visual
1032,ROLL1032,BCA,B.Tech,Software Engg,Male,20,UP,General,1.2,81.37,8.75,56.39,Traditional,Kinesthetic
1033,ROLL1033,IT,BCA,Data Science,Female,21,Bihar,ST,7.6,99.82,7.15,82.74,Online,Auditory
1034,ROLL1034,ECE,BCA,Data Science,Male,21,Haryana,SC,1.9,62.23,6.52,67.1,Online,Kinesthetic
1035,ROLL1035,CSE,BCA,AI,Female,26,Punjab,SC,6.4,69.09,8.18,69.95,Hybrid,Visual
1036,ROLL1036,IT,B.Tech,Cyber Security,Male,20,Bihar,General,7.0,65.33,9.41,80.66,Traditional,Auditory
1037,ROLL1037,MCA,MCA,AI,Female,20,Punjab,SC,1.1,95.83,6.12,54.19,Hybrid,Visual
1038,ROLL1038,CSE,BCA,Cloud,Male,18,Punjab,SC,4.0,88.22,6.75,51.5,Hybrid,Auditory
1039,ROLL1039,CSE,MCA,Software Engg,Male,19,UP,General,3.1,65.74,6.74,59.57,Hybrid,Auditory
1040,ROLL1040,MCA,BCA,Software Engg,Male,25,Delhi,ST,6.9,94.9,6.98,63.98,Hybrid,Visual
1041,ROLL1041,IT,B.Tech,Cyber Security,Female,26,Bihar,SC,6.2,88.72,7.49,68.14,Online,Auditory
1042,ROLL1042,ECE,MCA,Data Science,Male,20,Haryana,General,8.8,69.76,9.87,71.96,Online,Auditory
1043,ROLL1043,BCA,MCA,Software Engg,Female,19,Haryana,General,6.0,80.56,8.76,65.58,Traditional,Kinesthetic
1044,ROLL1044,IT,MCA,Data Science,Male,21,Haryana,SC,5.7,87.51,7.09,71.72,Online,Kinesthetic
1045,ROLL1045,CSE,BCA,Software Engg,Female,22,Haryana,OBC,3.1,64.26,9.29,61.36,Online,Auditory
1046,ROLL1046,CSE,MCA,Data Science,Female,24,Haryana,General,7.4,60.27,9.06,69.19,Online,Auditory
1047,ROLL1047,ECE,MCA,Cloud,Female,24,UP,ST,4.7,77.79,8.31,69.9,Hybrid,Kinesthetic
1048,ROLL1048,CSE,B.Tech,Cloud,Male,20,Delhi,General,5.5,60.31,7.97,71.37,Traditional,Visual
1049,ROLL1049,CSE,B.Tech,Cloud,Male,20,UP,SC,2.9,93.66,6.12,58.0,Online,Auditory
1050,ROLL1050,ECE,BCA,Cyber Security,Male,18,Punjab,SC,9.4,87.09,6.48,84.23,Hybrid,Kinesthetic
1051,ROLL1051,CSE,MCA,Cloud,Female,23,Haryana,General,6.6,81.79,6.5,64.88,Online,Auditory
1052,ROLL1052,IT,MCA,Cloud,Female,20,Punjab,OBC,7.8,88.9,6.03,69.44,Online,Kinesthetic
1053,ROLL1053,CSE,BCA,Cloud,Male,22,Punjab,General,2.3,94.65,9.49,49.73,Traditional,Kinesthetic
1054,ROLL1054,CSE,MCA,AI,Female,26,Punjab,SC,1.6,72.68,7.07,44.27,Online,Visual
1055,ROLL1055,MCA,B.Tech,Cloud,Female,25,Delhi,SC,8.0,94.33,9.38,80.97,Traditional,Auditory
1056,ROLL1056,ECE,MCA,Data Science,Male,21,Haryana,ST,3.1,85.43,9.97,54.07,Traditional,Kinesthetic
1057,ROLL1057,CSE,BCA,Cloud,Male,20,Delhi,SC,3.0,67.04,9.46,53.51,Hybrid,Kinesthetic
1058,ROLL1058,BCA,MCA,AI,Male,21,Bihar,ST,3.6,77.85,8.91,59.96,Hybrid,Visual
1059,ROLL1059,ECE,B.Tech,Cloud,Female,18,Bihar,SC,8.7,62.1,6.42,81.8,Online,Visual
1060,ROLL1060,ECE,BCA,AI,Male,20,Bihar,OBC,4.6,77.25,8.28,76.29,Online,Auditory
1061,ROLL1061,IT,MCA,Software Engg,Male,21,Haryana,OBC,5.3,73.35,8.32,66.75,Hybrid,Kinesthetic
1062,ROLL1062,CSE,MCA,Data Science,Female,24,Delhi,OBC,5.7,62.05,6.93,71.88,Online,Kinesthetic
1063,ROLL1063,BCA,MCA,AI,Female,26,Punjab,ST,3.7,97.19,6.5,58.85,Hybrid,Auditory
1064,ROLL1064,CSE,BCA,AI,Male,23,Bihar,SC,6.0,71.92,7.82,68.77,Traditional,Auditory
1065,ROLL1065,IT,B.Tech,Data Science,Male,26,Delhi,ST,7.4,64.25,9.1,75.16,Hybrid,Visual
1066,ROLL1066,CSE,BCA,Data Science,Female,18,UP,OBC,4.9,61.55,8.0,68.1,Traditional,Auditory
1067,ROLL1067,IT,BCA,Cyber Security,Male,22,Punjab,General,6.8,78.33,8.11,70.88,Online,Visual
1068,ROLL1068,IT,BCA,Software Engg,Female,19,Delhi,OBC,8.8,79.97,7.19,74.78,Hybrid,Kinesthetic
1069,ROLL1069,ECE,MCA,Data Science,Male,26,Punjab,General,3.0,64.13,8.34,74.46,Online,Kinesthetic
1070,ROLL1070,CSE,B.Tech,Cloud,Male,24,Haryana,OBC,3.4,96.43,7.74,52.88,Hybrid,Auditory
1071,ROLL1071,MCA,B.Tech,Cyber Security,Male,22,Delhi,ST,8.5,85.04,6.3,72.46,Online,Kinesthetic
1072,ROLL1072,CSE,BCA,Software Engg,Male,22,Delhi,ST,2.2,75.47,9.28,54.58,Hybrid,Auditory
1073,ROLL1073,CSE,BCA,Cyber Security,Female,20,Punjab,SC,8.5,88.41,6.45,70.99,Traditional,Kinesthetic
1074,ROLL1074,CSE,BCA,Cyber Security,Female,21,Haryana,SC,4.9,78.56,9.16,69.43,Hybrid,Visual
1075,ROLL1075,BCA,B.Tech,Software Engg,Female,23,Delhi,ST,6.9,99.93,6.3,68.39,Traditional,Visual
1076,ROLL1076,CSE,B.Tech,Cloud,Male,19,Bihar,ST,9.8,62.61,9.29,72.44,Online,Kinesthetic
1077,ROLL1077,MCA,BCA,AI,Female,23,UP,OBC,8.9,80.57,8.16,80.88,Online,Kinesthetic
1078,ROLL1078,MCA,BCA,Cyber Security,Female,22,UP,General,6.3,68.51,6.39,65.08,Traditional,Auditory
1079,ROLL1079,IT,MCA,Software Engg,Male,23,Delhi,OBC,8.7,78.54,9.14,79.47,Online,Visual
1080,ROLL1080,IT,B.Tech,Cyber Security,Male,22,Delhi,SC,9.2,99.24,8.65,76.8,Hybrid,Auditory
1081,ROLL1081,MCA,B.Tech,Cyber Security,Female,18,Punjab,ST,7.0,88.61,7.07,67.19,Hybrid,Visual
1082,ROLL1082,ECE,B.Tech,AI,Female,25,Delhi,SC,1.1,65.59,8.86,51.43,Hybrid,Auditory
1083,ROLL1083,BCA,B.Tech,Data Science,Female,23,Punjab,OBC,9.8,79.76,9.48,79.44,Online,Auditory
1084,ROLL1084,BCA,MCA,Cloud,Male,22,Punjab,OBC,8.5,95.08,6.97,84.14,Online,Auditory
1085,ROLL1085,MCA,B.Tech,Data Science,Male,25,Delhi,General,7.0,73.36,7.02,69.84,Traditional,Visual
1086,ROLL1086,BCA,MCA,AI,Male,26,Punjab,OBC,1.4,93.75,7.75,54.52,Hybrid,Kinesthetic
1087,ROLL1087,ECE,BCA,Data Science,Male,21,Delhi,General,5.7,83.3,8.74,71.25,Online,Visual
1088,ROLL1088,CSE,BCA,AI,Male,24,Haryana,ST,2.7,67.37,6.23,62.71,Traditional,Auditory
1089,ROLL1089,ECE,B.Tech,Data Science,Female,22,Delhi,OBC,4.6,64.99,8.1,62.97,Traditional,Kinesthetic
1090,ROLL1090,IT,BCA,Software Engg,Female,25,UP,ST,3.9,73.98,8.39,60.61,Online,Kinesthetic
1091,ROLL1091,ECE,MCA,Cloud,Female,22,Bihar,SC,9.7,77.63,7.04,81.62,Online,Visual
1092,ROLL1092,ECE,B.Tech,Data Science,Female,19,Punjab,ST,9.0,87.58,7.14,80.96,Hybrid,Kinesthetic
1093,ROLL1093,CSE,B.Tech,Cyber Security,Female,23,UP,OBC,7.1,94.34,9.85,65.57,Traditional,Visual
1094,ROLL1094,BCA,BCA,Cloud,Female,22,UP,OBC,4.0,84.09,7.29,64.33,Online,Visual
1095,ROLL1095,MCA,BCA,Data Science,Female,18,Punjab,ST,8.0,88.13,9.34,71.69,Online,Kinesthetic
1096,ROLL1096,MCA,BCA,Cyber Security,Male,26,UP,General,1.2,77.28,6.13,57.38,Traditional,Auditory
1097,ROLL1097,IT,MCA,Cloud,Male,18,Bihar,General,2.5,88.49,6.7,57.33,Online,Visual
1098,ROLL1098,BCA,B.Tech,Cloud,Male,21,Punjab,ST,1.1,96.85,9.9,45.33,Online,Auditory
1099,ROLL1099,MCA,BCA,AI,Male,26,Haryana,OBC,9.2,65.86,8.58,74.65,Hybrid,Kinesthetic
1100,ROLL1100,MCA,MCA,Software Engg,Male,21,Haryana,ST,4.2,93.31,7.97,60.31,Traditional,Visual
1101,ROLL1101,BCA,MCA,AI,Male,19,Bihar,SC,5.0,76.22,9.94,59.85,Online,Auditory
1102,ROLL1102,IT,MCA,Software Engg,Male,24,Bihar,SC,6.1,70.09,9.66,63.08,Hybrid,Kinesthetic
1103,ROLL1103,CSE,MCA,Data Science,Male,21,Bihar,General,8.9,67.87,9.79,79.14,Online,Visual
1104,ROLL1104,IT,BCA,Software Engg,Female,18,Bihar,General,5.9,87.36,6.76,61.37,Online,Visual
1105,ROLL1105,CSE,B.Tech,Cloud,Male,20,UP,OBC,5.2,62.84,9.27,69.77,Hybrid,Auditory
1106,ROLL1106,IT,B.Tech,Data Science,Female,21,Haryana,OBC,8.2,65.66,6.52,65.41,Online,Kinesthetic
1107,ROLL1107,BCA,BCA,Software Engg,Female,26,Delhi,ST,8.6,81.8,6.35,72.65,Traditional,Kinesthetic
1108,ROLL1108,IT,MCA,Software Engg,Female,24,UP,ST,4.3,69.18,6.87,60.43,Traditional,Visual
1109,ROLL1109,BCA,MCA,AI,Female,20,UP,SC,1.2,64.11,6.69,55.71,Online,Kinesthetic
1110,ROLL1110,IT,MCA,Cloud,Male,21,Punjab,General,8.5,99.66,6.65,61.63,Online,Kinesthetic
1111,ROLL1111,MCA,B.Tech,Data Science,Female,20,Bihar,General,1.1,78.68,8.74,50.95,Online,Auditory
1112,ROLL1112,CSE,BCA,Cyber Security,Female,22,Haryana,ST,8.2,64.28,9.12,72.85,Online,Auditory
1113,ROLL1113,MCA,BCA,AI,Male,18,Haryana,OBC,8.4,77.93,7.96,70.77,Online,Auditory
1114,ROLL1114,IT,B.Tech,AI,Female,21,Haryana,SC,9.6,69.57,8.5,79.61,Online,Visual
1115,ROLL1115,MCA,BCA,Cloud,Male,23,UP,OBC,1.6,70.72,9.65,61.77,Online,Auditory
1116,ROLL1116,BCA,B.Tech,Cloud,Female,19,UP,OBC,7.5,61.12,7.5,76.7,Online,Kinesthetic
1117,ROLL1117,CSE,MCA,Cloud,Male,23,Bihar,SC,5.1,63.82,9.59,64.46,Hybrid,Visual
1118,ROLL1118,ECE,B.Tech,Data Science,Male,26,Punjab,OBC,1.2,96.38,7.08,54.55,Hybrid,Kinesthetic
1119,ROLL1119,MCA,B.Tech,Cloud,Male,25,Haryana,ST,8.2,63.07,7.65,69.04,Traditional,Kinesthetic
1120,ROLL1120,MCA,BCA,Cyber Security,Male,26,Punjab,ST,5.5,91.8,6.54,70.28,Online,Kinesthetic
1121,ROLL1121,ECE,BCA,Software Engg,Male,26,Punjab,ST,1.6,89.37,8.09,58.07,Traditional,Kinesthetic
1122,ROLL1122,BCA,MCA,AI,Male,20,Punjab,ST,3.3,63.7,7.6,56.57,Hybrid,Kinesthetic
1123,ROLL1123,ECE,MCA,Cyber Security,Female,26,UP,General,6.7,76.65,6.67,68.41,Hybrid,Visual
1124,ROLL1124,BCA,BCA,Cyber Security,Female,19,Bihar,ST,6.9,89.1,9.15,69.84,Hybrid,Auditory
1125,ROLL1125,CSE,B.Tech,Data Science,Male,26,Delhi,General,3.8,79.33,6.25,62.24,Hybrid,Auditory
1126,ROLL1126,ECE,B.Tech,Software Engg,Male,23,Punjab,General,7.8,80.0,6.51,73.59,Hybrid,Visual
1127,ROLL1127,BCA,B.Tech,Cyber Security,Male,18,Delhi,ST,5.8,99.85,7.9,66.01,Online,Auditory
